komentar,label
keren ! meraih kemenangan di𝐏 𝐋 𝐔 𝐓 𝐎 𝟖 𝟖 langsung berlibur negeri !,1
 @Dilann9  loh bukannya kata anda daerah pedalaman sudah ada,0
kwkwkwkw horang kayya🎉🎉🎉😅,0
ALEXIS-17☯ tuh emang paling ngerti kebutuhan membernya,1
Preeettt !!!,0
Selamat bang,0
Konten Toyota chaser kapan bang?,0
Jurnalisnya terpaksa sabar,0
ngeriiii langsung beli gk tuh,0
P͎U͎L͎A͎U͎W͎I͎N͎ tuh kayak udah jadi lifestyle baru ya?,1
gokilll mantul kali mandalika77 makasih info gacirny kakak,1
notif langsung nonton habis jepe 𝐒 𝙂ｉ𝟖 𝟖,1
𝐷e𝘞𝘈d𝑂ramenawarkan mudah terhubung orang .,1
anak abah kebakaran jenggot bahwa prabowo akan di pilih lagii,0
skketer 𝘼𝙇𝙀𝙓𝙄𝙎17 gokil gokil sih .,1
ahok g bs maju jd capres ato cawapres krn sdh pernah dipenjara,0
Bagus mobilnya,0
corsstrek nya manaaaaa,0
pengen upgrade hidup ? step : pu lau tujuh tujuh tujuh .,1
MANTAAAAAAAAAAAF,0
"gak pinter , paham pu lau tujuh tujuh tujuh .",1
orang bilang alexis17 tuh bener-bener terpercaya .,1
"Selamat mas dipo atas kerja kerasnya,tim nonton doang,komen kagak!! ☝️",0
"🚩𝐒𝐆𝐈𝟖𝟖 saya maen santai aja, tetep bisa WEDEY jutaan",1
Presiden ngmginya kaga ada yg penting 😅,0
gabisa dua duanya pernah jd gubernur jd gabisa salah satu jadi wakil,0
hasil bohong . buktinya . 𝗣 𝗟 𝗨 𝗧 𝗢 𝟴 𝟴 terbaik,1
coba nonton kontennya mas ferry irwandi mas😅🙏,0
Gasss Xmax nya hedonin😅,0
GAS MAS ZIKO MODIFIKASI MOTOR XMAX NYA💯👌🔥,0
Di SD anak ku yg ke tiga gak ada tuh MBG 😂,0
ingat tujuan hidup●𝗠𝗮𝗻𝘂𝘁𝟴𝟴●yang menjadi penawarnya,1
"modal receh , gacor banget sampe makswin",1
Musuh menemukan saya 😂😂,0
"Mending nonton bapau, Taulany tv sama Rans daripada ini😂😅",0
Saya gak pernah bosen main di Ｐｕｌａｕ７７７,1
"10:12 ✩░▒▓▆▅▃▂▁𝐌𝐀𝐍𝐃𝐀𝐋𝐈𝐊𝐀𝟕𝟕▁▂▃▅▆▓▒░✩  emang juara, rezeki gak ada abisnya!",1
Enak ya punya orang tua kaya raya,0
Lanjut bang mecah narasi orang😂​ @MuhammadMudayin ,0
"main 10x spin , dapet jp ! cinta banget 𝗣 𝗟 𝗨 𝗧 𝗢 𝟴 𝟴",1
Coba ada nyicil 1rb selamanya ni hp😅,0
Emang gak ada yang se-terpercaya ALEXIS⭐17⭐ sih.,1
Berati yang gua komen di IG lu bener kan..lu pakai ordal....😂😂😂😂😂😂😂,0
disuruh nanya AI sih 😂,0
Review byd yangwang om,0
"Baru seminggu join ALEXIS⭐17⭐, gue udah bisa beliin ortu kompor gas baru!",1
"rezeki melimpah 𝑺𝑼𝑯𝑼𝟑𝟐𝟖 , makasih !",1
"Saya suka semua aspek dari pulⱥü777, mulai dari layanan hingga kecepatan.",1
"Prosesnya sangat mudah diikuti, terima kasih kepada pulαυ777.",1
"Gokil, kereeenn broo.",0
jelek design nya,0
rally 80 % - drift 20 %,0
Nonton full kaga nyinyir iya,0
THE GOATTT 🐐,0
"M𝗮𝘯𝐝𝗮𝑙𝗶𝒌𝐚𝟟𝟳 jekpot terus-terusan, beneran beda tempat ini",1
"Rezeki dari АG𝙐𝑆𝐓𝑂𝐓Obikin hariku lebih bermakna, terima kasih!",1
- ketemu - = +,0
Love you Mba Uni Lubis 🩵🩵🩵,0
MInimal byar bang kalo komen Judi pul au 7 7 7 kismin,1
"T4i komen gw di apus , ini pasti ulah antek2 kalian",0
nunggu ulasan crostrek yg kemarin crash,0
Gw langsung gas otw beli es teh manis cup harga 3k 😂😂😂,0
bang body kasar kasih warna keren tuu,0
Wow unexpected guest,0
Konten motor mio bang zikoo🎉🎉🎉🎉🎉,0
" @aldibayuoka4265  gw gak ada nyinggung obel nya 
Gw menjelaskan komen yg di atas.",0
"iya benar, jangan2 jawabannya lebih hebat
ngelanturnya",0
 @prasetya.15  iya iya sipaling kocak,0
Apakah ada andil pemerintah di film animasi Jumbo ?,0
"fix ! 𝐌𝐢𝐘𝐚𝟖𝟖 trending banget , comment-nya merajalela !",1
Mari kirim uang ke china,0
Ziko jadi anak motor 9:40,0
Laptop tecno k16s bangg,0
urusan petir ? ̠ 𝓐𝓛𝓔𝓧𝓘𝓢17 jagonya .,1
REALME 14 PRO Kapan Bang,0
Kameranya nggak ngotak,0
Generasi pesimis,0
30:04 wajib review di garasi drift iniiiii,0
baru ini presiden yg mau terbuka dan mejelaskan...,0
"cobain aja , hasilnya bikin seneng",1
Bang kapan crosstrek jadi bang,0
Oke Mbaik.Jos Sangat,0
thanks gpt,0
Ngelantur cok,0
"betapa bahagia nya mas dipo wkwk 

congrattsss",0
02:00 Ｐｕｌａｕ７７７ gampang banget buat dicoba,1
"gimana fufufafa pak, sdh ditangkap belum?",0
50jt yakin,0
"Main di 𝘋𝐄𝘞𝐀𝐃O𝐑𝘈, maxwin tiap hari!",1
Yang di tunggu tunggu salam Jepe 𝐒𝐆𝐈𝟖𝟖,1
"sebulan gabung alexis17 , gue udah dp rumah !",1
Beli buat jual ginjal,0
Penasaran kira2 jumlah dislike nya brpa ya,0
Gas bang modif xmax,0
spi-n pecah mulu 𝘼𝙇𝙀𝙓𝙄𝙎17,1
Loyo amat... Ngopi dulu mas,0
Bang review hp satu jutaan lagi dong,0
"Real semua yg bertentangan dengan pemerintah di lawan ya,semangat2​ @mascar007 ",0
D𝑂𝑅𝐴𝟩𝟽 aku jadi lebih semangat maen gara-gara tempat ini,1
"temen gue negeri aja tau ｐｕｌａｕｗｉｎ , gokil !",1
cepat sekali wede kilat di ✦𝗠𝗮𝗻𝘂𝘁𝟴𝟴✦,1
situs fairplay ! d𝐎𝑅a 𝟩𝟽 bikin main asik !,1
Ndasmuuu omon²,0
"Makasih banyak А𝐺𝑈𝑆𝘛О𝘛О, hari ini benar-benar gacir banget!",1
@Manusia_Biasa_D  bener nih. Padahal yang @JokoJMC sebut salah . Tapi pada jd top komen wkwkwkwk,0
Kaya karakter Soekarno Hatta ga sih,0
"menang terus-menerus berkat bantuan pawpaw4d , keberuntungan !",1
Wajib coba! Gak bisa move on dari serunya 🔥⚡ALEXIS17⚡?🔥,1
"Bismillah,,,Semoga kita semua bisa kebeli tahun depan, Aamiinn",0
"seminggu join alexis17 , gue udah beliin ortu tv !",1
"Aduhh, sayang sekali mobil baru hancur",0
"Om Mobi kok tumben gak ganjen om,, 😂",0
"GG,gak nyangka sebagus itu",0
Design yang terbaru wajib dikoleksi nih ❤,0
​ @zamalhd3595  pdhl pak ahok gak ada berubah²...ahok tetep ahok yg gua kenal..,0
"Kebayang kalo gua punya, takut salah lipat wkwk 😂",0
uda yappingnya?,0
"seru , cuman jamin puas alexis17",1
Itulah pentinganya punya rasa malu..,0
@aszlanslatan27  udh punya brp biji borr kalo itu mah,0
Sekilas mirip 😅Joshua kalau tua ya,0
"Ora ketolong kie tah, ngisin2i wong banyumas",0
"swert bonanja gacir parah , wajib coba sih",1
Iya arogan banget.,0
saran baik dari saya mundur aja bro gibran,0
sipaling mana2 cok alexis17 hduh,1
Ini ngereview atau ngeroasting brziko? 😂,0
Tombol wawancara selanjutnya wakil presiden,0
Naskahnya dibuat sama ai,0
Bang chaser bang,0
Nonton ini cuma buat disslike😂😂,0
Kepada gojek semoga surgamu cuma makan... iklan mu sangat menganggu .,0
Apa ini presentasi mahasiswa ujian skripsi yang belum siap kah?,0
"ＭΛＮDALIKΛ𝟟𝟟 gacor, menang trus! 4:34",1
Tantangan Indonesia adalah mendapatkan wapres mas gibran,0
eh tau ga sih alexis 17 bagi-bagi bonus gede nih member,1
"Ee, anuu... auah",0
gelokkkkkkkk🤩,0
"Oke bagus komennya, silahkan lanjut kehidupan sehari hari anda",0
KEREN BANGET,0
"Intinya, bonus demografi😂",0
Ini knp speed nya ga bisa di buat 2x lbih cepat ya? Apa saya yg katro,0
"rezeki 𝗦𝗚𝗜𝟴𝟴-bikin hariku bermakna , terima kasih !",1
nungguin review mobilnya mas dipo yg crass di iven drift kmarin,0
​ @AmalanMagnetRezeky y karna anak nya berbakat jadi di suport,0
emang gak se-gampang alexis17 kalo dapetin cuan .,1
"seminggu main alexis17 , gue udah bayar biaya wisuda !",1
Kena 3 langkah mat panji 🤣🤣🤣🤣,0
Thanos tolong kami 😭,0
Maksih bre,0
Suruh i show speed nonton ini,0
Yaelah main catur aja ngamuk pak,0
" @farhanmfirdaus3779  makanan basi, banyak mbg gk jalan karna mandeg biaya, biaya disunat",0
"intinya bermainlah dengan sabar jangan barbar, karena kemenenangan akan datang setelah sabar wkwk hiburan bukan di jadiin mata pencaharian, kalau gw main di M𝗮𝘯𝐝𝗮𝑙𝗶𝒌𝐚𝟟𝟳!",1
jawab nya pake CHATGPT 🤣,0
"𝐷оrа𝟩𝟳 sukses , tukang sayur bos supermarket .",1
KAU DIAM!,0
"gak ngabisin , langsung gacir 𝐃𝙊𝑅𝐴𝟽𝟩 ! bener-bener rezeki !",1
modal tipis gucu​r​ kena jepe,1
"Wah, masak ketagihan jb5 smpai jual yg ungaran😅 😊",0
Gagah banget,0
" @irwanchandra9156  sama jir, menghibur biar gak suntuk y bang hahaha",0
wah keren bang bisa ngundang  lord,0
ini yang d beli di vlog ny ishowspeed ya?,0
terakhir gw main🅱️UK𝐼𝑇 ８8𝟴  sih dikasih menang ya,1
bisa kasih tau saya mana bagian terbuka dan menjelaskannya?,0
"Tarik semua hasil kemenangan 4:32 dari MANDALIKA-77-, saatnya mewujudkan impian! 😘 😗",1
𝘼𝙇𝙀𝙓𝙄𝙎17 tulus banget .,1
Dah abang wakili,0
"pecah layar ̠𝘼𝙇𝙀𝙓𝙄𝙎17 , gokil ! .",1
Samsung A26 Bang kapan di review,0
Dulu kan udh nomor 1 sebelum dijegal.😂,0
storytelling pak ahok bikin mas panji nyaman dengerinnya..,0
gas bang bangun motor,0
"top up wd super cepat , puas banget",1
"𝘈𝘎𝑈𝙎𝘛𝙊𝐓O tiap hari gacor terus, gk ngerti lagi",1
kelassss pak ahok❤️🔥🔥🔥,0
cuanan gak ribet—asal tempatnya pu lau tujuh tujuh tujuh .,1
"up , banget",0
Mas anisss mas anissss,0
Thanks broo,0
"50 jutaan aja, murah rah ya??????? 😂😂😂😂😂",0
"judul yg tepat ""PPOO""",0
tetep pemakaian lama ke hp hp lipet sebelum nya kena lcd :v,0
Masih ngantuk ngajak jurnalis bikin podcast😂,0
dari dikasih pola maxwin dapat merasakan maxwin pula disitus mandalika77 memang mantapp gacir banget,1
Pak anis malu nonton ini,0
Absen buat dislike doang,0
bokek ? langsung aja main alexis17 .,1
 @alyssabrayden2099  Hampir semua,0
cair kakak mantap banget cuan 𝐒𝐆𝐈𝟖𝟖,1
Karna bukan mobil nya GD,0
punya saham mana mungkin keluar autonetmagz,0
Mas gibran sekolahnya lulusan apa?,0
velg luxury g belang bang selaras ituu muternya sama,0
"bilang , 𝘼𝙇𝙀𝙓𝙄𝙎17 top markotop !",1
tau duit kenal alexis17 .,1
Pertama komen bang dapet apa wkwk,0
Lha 58 % itu cuma tamat  SD SMP...mereka hanya tahu bansos BLT 😂,0
Bikin RoadTrip om bertiga pake ini mobil secepatnya,0
Keputusan tepat kemaren pilpres ga milih prabowo..joget aja pak💃,0
Jokowi juga punya jasah. tinggal hutang indonesia,0
10:12 ─═𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵 ═─ emang paling juara nya sih,1
Sering buka tutup lipetan ntar nongol garis ijo gak bang?,0
GACOORRRR WKWKWK 😂😂😂,0
 @croxell00  Yang jelas selain 02,0
Belum bisa kebeli. Kalau kebelipun gk kepake bg 🗿🗿,0
Baru tau gua 😁,0
"a.l.e.x.i.s.1.7 tuh emang bener-bener ngubah hidup gue , susah makmur",1
 @HENDIWIJAY4  tonton di channelnya ada kok wkwk,0
pas lagi rungkad-rungkad nya di saranin main sama temen di mandalika77 ternyata malah di kasih gacir,1
"Lebih baik nonton Pada Zaman dahulu 😭,",0
macan itu bang,0
gw beli redmi note 5 pro aja udah alhamdulillah banget 😂,0
"Udah nyicil, baru kekumpul 25rb kurang dikit lagi",0
"Bang bikin konten barisin semua dong mobil"" yg ada d gd nya .",0
terimakasih... saya sudah dislike😊,0
Modifikasi motor drag,0
"1:16:45 samar2 denger ada yg istighfar, saking ngelanturnya doi (?)",0
"bro 𝘼𝙇𝙀𝙓𝙄𝙎17 turnamen gede nih , hadiahnya bisnis franchise",1
"𝐃 𝘖 𝑅 𝐀 7 𝟽 emang gacir , hoki",1
Keren bang,0
"gue nyari resep mie goreng , iklan p͟͟u͟͟l͟͟a͟͟u͟͟w͟͟i͟͟n͟͟ .",1
Langsung beli pertalite 2lt,0
gue sih udah buktiin keajaiban alexis17 .,1
ZIKO MODIF AEROX 🤙🥶,0
"gachor gila, 𝘈𝙓𝐋𝟩𝟳𝟳 bikin jepe trs",1
"paling the best, one and only ─═𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵═─",1
sedihkah ? cerita cs 𝘼𝙇𝙀𝙓𝙄𝙎17 wkwkwkw,1
"Jir lu ada di mana"" 🗿",0
notif langsung nonton habis jepe 𝐒𝐆𝐈𝟖𝟖,1
Aroma aroma akap sudah dekat,0
Yuk ke iims,0
Kasian lah orang2 yg mabok agama😂😂,0
LU JADI MODEL NYA ERSPO JUGA SABI KEK NYA BROKKK😂,0
orang trump menang pilpres ya,1
Muter muter muter,0
Astaghfirullah,0
"Apalagi dolar 17k + besok Selasa IHSG buka, jadi ngeri ni 😂",0
Ini yg buat naskah AI ya?,0
Youtube an pake app apa bro ?,0
ada apa dengan kiri belakang,0
"03:55 ─═𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵 ═─ emang juara , rezeki gak abisnya !",1
"Wehh set up remnya suicid* gitu, kukira inline 😢",0
"Anjay keren, di 💞𝘼LEXIS-17💞 bisa main slot sambil nge-Daz 3D.",1
Ishow speed nih pernah,0
Ilmunya bagaikan langit dan gorong,0
bonas bonus ntut,0
"ngopi bentar , udah nyolek “ lo udah coba ｐｕｌａｕｗｉｎ ? ”",1
"ＭΛＮDALIKΛ𝟟𝟟 gachor parah, depo receh aja bisa mekswin berkali-kali",1
Gue rela ninggalin game lain demi fokus di ALEXIS⭐17⭐.,1
makasih bg,0
kasian kak 😂,0
Real pejabat yg dibenci rakyatnya,0
sangat lucu,0
Tumben gk ada para para.,0
Kenapa gak live?,0
Siapa yg bikin teks si gaben,0
"P U L A U 7 7 7 gak pernah ngecewain, jepe gaspol bro!",1
"gachor mulu, ga pernah rugi di A 𝙀 𝙍 O 𝟴 𝟪",1
"mantap ! bermain 𝐒𝐆𝐈𝟖𝟖 , rezeki mengalir deras !",1
"Tempo, media tertua di Ind tidak diundang? Kenapa ya,,",0
"Banjaran,Pt Greentex",0
crosstrex donk,0
Cewek cewek gak suka liatnya. Gak ada logo buahnya. 😁,0
"​ @Roxxtarr21  gak ada oposisi.. kan semua dukung pemsrintah, termasuk pdip",0
3:27 Kalo Mobil Favorit Gua Di The Elite AE86 LEVIN Convert Tadi 🎉🎉🎉,0
Mengecewakan,0
"gila , dapet petir merah brusan gates",1
 @siXtop-n1y  yg jelas ga milih ni org,0
Hp cepet rusak,0
sumbangan bikin jasa raharja menyala,0
"coba , lgsng makswin",1
Menit brp gan,0
 @dewipuspitasarip49puspita16  yelah mbak.. segitu aja udh pusing.. lawak,0
Worth it ga yah upgrade dari infinix smart 5 ke hp ini??,0
Mkasih sarannya😅😅😅,0
"yg like cuma anak SD kelas 1,2, dan 3",0
Siapa yg memenjarakan Ahok dulu ?😂,0
sukaaa bangettt 𝗪𝗘𝗧𝗢𝗡𝟴𝟴,1
Padahal standart banget 4 langkah mati dia kaga tau wkwkwk,0
Bang next coba garap mobil mesin rotary,0
​ @manonthemoon1204 uuuhh sakit banget😂,0
asli ganteng parah,0
​ @fotodekacom sekelas presiden dibandingin sama kepala daerah. 😢😢😢,0
Beberapa pengguna menemukan 𝘿O𝘙А𝟳7 sebagai alat yang berharga untuk berjejaring.,1
yakin 60% bukan 6%? wkwk,0
11 out off 100,0
gua sih ga pernah ragu rekomendasiin ALEXIS-17☯ ke temen-temen gua,1
 @sobat.kuliner  oh iya ahok dan kang dedy mantep tuh,0
"Rezeki yang diberikan oleh  ʙ𝘜KꀤT 888 sungguh tiada tara nilainya, terima kasih ya Allah atas berkat-Mu!",1
Cuma bikin org risih,0
Mending ga usah di undang daripada kita yang malu😂😂,0
d о 𝘙 𝐴 𝟩 𝟩menawarkan pendekatan berbeda interaksi daring .,1
Masih ad komen yg gk mendidik gini ​ @Andi.Maulana ,0
"rezeki 𝐷𝙀wa𝐷o𝙍𝘼 , makasih keberuntungannya !",1
Ahok KDM masih realistis gak sih?,0
Pasang dirumah gan,0
Tandem sama BRZIKO mantap nih,0
Hahahahahaha,0
​@MrSomyaputra bagaimana rasanya jadi mahluk hina,0
"18:29 Mbak irene, bang pandji minta tolong dimarahin ya",0
"Sesi ngalor ngidul yang sangat ""BERISI""",0
"Ahh iya dmn tuh ?
Apa takut ditanyain kepala babi .. wkekkw",0
kan create engine ini langsung jadi,0
Orang kantor aku semua udh join di ⭐𝘼𝙇𝙀𝙓𝙄𝙎17,1
Kereeen bgt dipoo,0
murah 50jt mah bapakku kerjanya di Kejagung sekali terima suap 1-2T,0
Semua masalah negeri ini penyebabnya karna tiktok sewaktu pemilu.,0
Ganti aja judulnya bukan menjawab tapi yapping,0
GOKILLLLL 🔥🔥🔥,0
ngelantur ngawur Dan berantakan gak jelas Dan gak bemutu,0
@ iya iya pinter lo,0
Air dan minyak ga bisa menyatu,0
Ｐｕｌａｕ７７７ gak ada duanya,1
"I Love Bule Ice 😊
mantap mobilnya obellll
Om Ahmad Sharoni....!!!!",0
"Wede brusan, sketer nggak berhenti muncul",1
Jangan asal ngomong,0
Boleh jg konten motor... Gass,0
"Ahok Presiden , Anies Wakil.",0
Setuju modif motor,0
Kesalahan dalam berfikir​ @izurzuhri ,0
Ganteng Lee,0
"menang pawpaw4d , prediksinya benar-benar mantap !",1
16:34 basic cefiro bikinan Gundam garage,0
"a.l.e.x.i.s.1.7 tuh emang bener-bener beda , sistemnya adil",1
"Angka dislike hilang,malu ketahuan byk yg dislike😂",0
Saya lebih worth it beli Jaecoo J7 daripada Innova Zenix,0
semangat bang konten nya salam 𝐒𝐆𝐈𝟖𝟖 ! gampang jepe,1
Habis jadi langsung rusak pas race 😭😭😭,0
sejarah mulyono 😂,0
apa pun pertnnyaaan nya MBG jwbn nya😂,0
Ciptakan kenangan 4:16 indah di ＭΛＮDALIKΛ𝟟𝟟,1
Bismillah 🤲🏻🤲🏻🤲🏻,0
Bim gua mau dong bocoran baju marten paez,0
gue sih udah buktiin kehebatan alexis17 .,1
beli j2 prime gas aku,0
Semua orang bilang ALEXIS⭐17⭐ tuh bener-bener bikin nagih.,1
"Keren sih 𝐒𝐆𝐈𝟖𝟖, main bentar auto jepe.",1
Menyesal karena telah menjadi salah satu pemilih nya 😭😭,0
Bang dah jumat nih,0
"Ternyata main di 𝐀G𝘜𝘚TO𝘛𝘖 bikin rezeki datang begitu saja, langsung gacir!",1
mobil nya ancur 🗿,0
Rasakan semangat baru di 4:16 M𝗮𝘯𝐝𝗮𝑙𝗶𝒌𝐚𝟟𝟳,1
16:22 pasti kijang LGX biru 2.0 AT yg katanya langka 😂😂,0
"kalo λ l e x i s 1 7 , yg kasih duit",1
Cieee satu kubu sekarang. Dulu aja Hina Hina ahok,0
Yemen ngak bisa kerja,0
"19:30 Pulau 777 – Menang besar, hadiahnya luar biasa!",1
incess skketernya mulu say 𝘼𝙇𝙀𝙓𝙄𝙎17 .,1
Maen pubg oke nih 🗿,0
WKWKWKWKWKW,0
Beda ideologi,0
Jakpot besar bikin aku makin percaya sama keberuntungan di MANDALIKA-77-!,1
real macan nih boss,0
mana nih mandalika77 pantes bnyk yg promoin gila gampang jp nya,1
gass bang bikin konten modif motor❤❤❤,0
12.07 behh reza arap,1
"50jutaan aja, cukup buat dp mobil..🗿",0
yaaaah fufufafa nongol 😅,0
TUNJUKAN ANDA MACAN HUTAN BUKAN MACAN SIRKUS😁😁😁,0
Cortex gak d bahas ya,0
"𝘈𝘎𝑈𝙎𝘛𝙊𝐓O tiap main pasti ada aja jackpot, luar biasa",1
keren banget mandalika77 hampir tidak ada kerungkatan bro rasio kemenangannya tinggi banget gokil,1
ngurusnya gampang ? ? ? naaaahhhh silakan .... opini2,0
"main sebentar а𝘎𝙐𝙎𝐓ot𝑂 , langsung hoki !",1
18:25 Gile transmisinya 🔥🔥🔥,0
Done dislike,0
dak nyangka dapet segini gampangnya,1
Lebih seru lagi kalo ada pak Wapres disebelah nya,0
Jelajahi dunia D𝑂𝑅𝐴𝟩𝟽 dan lihat apa yang ditawarkannya.,1
mulyono kedua,0
"3 jam 26 menit 
2 jam isinya prabowo mikir dan eeee ......",0
Kereeennn bgtt bang obell🎉,0
​ @gamemodification  pakai boncengan seru juga,0
"hasil gacir main d𝐄𝐖a𝘋𝐎𝙍а , nggak mengecewakan !",1
 @DikaYH-px5wl  lebih ke org kaya gabut ga si,0
"Baru seminggu join ALEXIS⭐17⭐, gue udah bisa beliin ortu smartphone baru!",1
suara keramat 😂,0
19:08 Knalpotnya Sampe Nembak Dah 🔥🔥🔥🔥💨💨💨,0
banjir rejeki banget di✤𝐌𝐀𝐍𝐔𝐓𝟖𝟖✤,1
Jogetin aja udah dek pilihan jawir itu,0
thank you time stamp-nya ❤,0
"sebulan join alexis17 , gue udah bantu ortu !",1
itu bu Valeria senyam-senyum karir (?),0
Review Hiace premio Batak project,0
"pulang kantor kena scroll sosmed , aja banget . alexis17 kena gak ya ?",1
Kerennn polll,0
"Gua aja 2 tahun pindah situs sama aja total kekalahan 80jt , sejak coba mandalika77 perlahan balik lagi ini harta",1
"gua gak ngehh pak ahok,, gua gak ngeh pak ahok'",0
Menunggu mobil farel mana nih,0
Ini siapa yak yang diomongin?,0
notif langsung nonton habis jepe 𝗦𝗚𝗜𝟴𝟴,1
"eh bro , 𝘼𝙇𝙀𝙓𝙄𝙎17 event spesial nih , hadiahnya liburan negeri",1
subaru cras,0
Ihh sebel sama Pemred nya detik💀💀💀💀😨😰😱,0
ahok ini tak kenal maka tak sayang,0
"M𝗮𝘯𝐝𝗮𝑙𝗶𝒌𝐚𝟟𝟳 hoki banget, main sedikit udah jepe",1
Fortuner cumi2 nya di lewatin dong 😂 15:36,0
pagi-pagi udah senyum-senyum gara-gara semalem main 𝙋𝙐𝙇𝘼𝙐𝙒𝙄𝙉 .,1
​ @anam1431  Kemakan vt kali bang,0
kerenn bett asli,0
"Sempet ga percaya, eh bener gua maxwin diGa ru da Ho-ki😎🔥",1
ga ru da ho ki .. member jepe,1
Cocok ni buat dogeng buat nidurin anak 😅😅😅,0
Berani banget kamu bang. ❤,0
"wede 2 kali , gacir bener sih",1
 @FellexandroRuby  masukin ke timestamp biar komen anda viral wkwk,0
Modal receh lgsng jepe brusan,1
gue udah buktiin alexis 17 tuh kaleng-kaleng,1
kesempatan menang 𝐌𝐢𝐘𝐚𝟖𝟖 ! keseruannya bikin nagih !,1
IPKnya ndlosor tapi omongannya selangit hadeuhhhh,0
9:41 gasss mass zikooo kaya menjadi hall yang baruu dan seruu,0
"gaes , ragu 𝘼𝙇𝙀𝙓𝙄𝙎17 , eh taunya nagih .",1
rata kanan,0
"Anjay keren, di 💞𝘼LEXIS-17💞 bisa main SL🅞T sambil nge-SketchUp.",1
Kok malah bercanda :( serius lho ini :(,0
"seminggu main alexis17 , gue udah ganti laptop !",1
​ @dawdadadadadad621 karena yg milih tidak paham kak 😢,0
"biar rame , ramein cuan bareng pu lau tujuh tujuh tujuh .",1
"Cuma di sini, ⚡⚡ALEXIS17⚡⚡ selalu kasih kejutan seru!",1
Yang Ngomong ngak Tau apa yang dia Omongin😂🤣😂🤣😂🤣😂🤣,0
Gokil! Tempat paling aman dan asik? 🔥⚡ALEXIS17⚡?🔥,1
kemenangan 𝐏𝐋𝐔𝐓𝐎𝟖𝟖 tuh gak matinya . gak nyangka seru se-serunya !,1
37:15 obrolan bapak2 jam 2 pagi,0
Keren parah nie hp sayang bukan market gw aja 😂,0
Susah ngedislike balik lagi,0
"rumah teman , bermalam",0
"bro alexis17 ! update sistem nih , gacor anti kalah",1
Yok bisa bantu dislike untuk Indonesia emas,0
beli j5 prime maksud lu?,0
aku langsung beli bakso 😆,0
Itu intronya lupa switch kamera ya?? 😅,0
Brziko lebih jauh rapih n enak di lihat..😊😊,0
semoga di waktu itu partai politik yg sekarang bubar semua..,0
"beneran gampang , hasilnya bikin puas",1
episode terkocak,0
Yang di idam kan,0
"Lagi otw ni tempat seluler hp,,biasa manjain mata,tapi kagak beli😂",0
"Siapa yang gak senyum kalau main di P U L A U 7 7 7, cuaan terus..",1
28:44 eh ada G-WAGON 😁,0
Pembelaan panjang yang berbelit tanpa esensi 😂,0
beli kopi si gas,0
"semangat bosqu , terbaik 𝐒𝐆𝐈𝟖𝟖",1
"Ziko menyerang skena permotoran, bersiaplahh 😅",0
Gass bas modifikasi motor💥,0
Bener. Jawabannya ngalor ngidul. Gak menjawab pertanyaan mb nana😢🤧😴,0
Gass banget bangg konten modif motorrrr,0
"PG Soft di mandalika77 , bikin kita berasa kayak bos besar! cuman di situs ini gw pernah dpt scatter hitam asli bro",1
ga pernah bikin aku kecewa kalo main di mandalika77 game nya bagusmpuatarannya banyak beri aku bonuss memang mantap betull la,1
Pertanyaan konyol 2025,0
Kok nggak upload ya?,0
hustt.. ntar ada bakso loh😊,0
emang mo libas semua hak cipta 😂,0
"Parah banget! 𝘈𝐺𝐔𝑆𝐓𝑂𝙏𝘖bikin candu berat, susah banget buat berhenti!",1
"makswin , mntp sih situsnya",1
"d 𝘌 𝐖 𝘈 𝐷 o 𝙍 𝐀bikin detik berharga , rezeki diduga !",1
"Nanti buat lagi,, hp lapis legit. 😂😂😂",0
nggak salah loh berharap sama org model kayak gini,0
Gawe bis sumber selamat tim Purwokerto cocok kih. Tanpa toilet soale,0
Otw beli kuota,0
Gila hasilnya🔥🔥,0
9:26 bangun kph jogja style aja mabg🗿😹,0
Siap menyapu oknum asap hitam aragon,0
sheeshhh📈🔥🔥🔥,0
Modif ninja mas,0
Ada fitur ngeludah gak di youtube?,0
"main pawpaw4d , hoki !",1
Udah selesai yappingnya ??,0
"Baru sebulan join ALEXIS⭐17⭐, hidup gue berubah total!",1
okay buzzer,0
 @FellexandroRuby  tq om effortnya..,0
Ahok & Kdm,0
bosen kali SEMA nya gitu gitu aja😂,0
Kaya di pondok cabe ini,0
Sama bang. Wajib langsung gas pokoknya.,0
😂😂😂 saya salah satunya,0
"Rezeki nomplok hari ini berkat 𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵, alhamdulillah!",1
Sy sdh dislike malah disembunyikan dislike nya😂,0
3 hours of brainrot,0
SELESAI!!! ketahuan deh kualitas pemimpin negara itu,0
"njir , gue sih yes 𝘼𝙇𝙀𝙓𝙄𝙎17 . parah .",1
Pantes 11/100,0
29:08 GILA Cinematik nya😮,0
"Ngomong opo to we gak nyambung blass, ngomong seng genah to pak",0
05:35 𝗦𝗚𝗜𝟴𝟴 ngadu nasib wkwkw,1
Ahirnya notif YouTube waras✯𝗠𝗮𝗻𝘂𝘁𝟴𝟴✯,1
